"","OBJECTID","PROVINCE","DISTRICT","TEHSIL","SHAPE_Leng","Area_Sq_Km","Shape_Le_1","Shape_Area","id","penta1_in_clinic","penta3_in_clinic","penta1_out_clinic","penta3_out_clinic","penta1_ratio","penta3_ratio","OutreachClinicRatio","vaccinations","penta1","penta2","penta3"
"366",369,"PUNJAB","MULTAN","MULTAN CITY",0.90767468391,285.76531824,0.907674684462,0.0267518025454,"366",2623,3599,-20110,65273,-0.149997140733116,-0.24231884057971,-5.12679425837321,0,23813,23729,24947
"367",370,"PUNJAB","MULTAN","MULTAN SADDAR",3.3057787094,1652.51714946,3.30577871126,0.154616692887,"367",4630,4937,-81313,31397,-0.060378441114719,-0.0616687858689302,-17.215658957927,0,22739,21333,23042
"368",371,"PUNJAB","MULTAN","SHUJABAD",1.36544309622,837.926435103,1.36544309362,0.0781807056617,"368",2510,4517,-44867,15446,-0.0592582099770994,-0.0624958446911775,-17.0010638297872,0,11367,10067,9862
"369",372,"PUNJAB","MUZAFFARGARH","ALIPUR",2.11452253728,1237.96880365,2.1145225361,0.114990192053,"369",1969,1695,-47986,7881,-0.042788534671969,-0.0459209053600298,-22.7765741367637,0,6169,5116,5934
"370",373,"PUNJAB","MUZAFFARGARH","JATOI",1.72291298614,1033.16723336,1.7229129853,0.0962393044272,"370",2152,1572,-49526,5257,-0.0454257609659307,-0.047657376664319,-21.9831104855735,0,5029,4097,4185
"371",374,"PUNJAB","MUZAFFARGARH","KOT ADDU",2.80958609351,3165.65535949,2.80958609222,0.297259256235,"371",4621,6733,-106173,18594,-0.0455037813140066,-0.049167788086975,-21.3385191587439,0,12204,10414,11605
"372",375,"PUNJAB","MUZAFFARGARH","MUZAFFARGARH",3.87569596861,2232.41857061,3.87569596601,0.208819362273,"372",6586,9509,-155324,31304,-0.0442792023558203,-0.049405792329995,-21.2405417024936,0,18281,16086,16931
"373",376,"PUNJAB","NANKANA SAHIB","NANKANA SAHAB",2.81182414419,1633.87601116,2.81182414106,0.154208975573,"373",1404,2138,-11180,48000,-0.143617021276596,-0.25842188559801,-4.86964129483815,0,22094,22336,23722
"374",377,"PUNJAB","NANKANA SAHIB","SAFDARABAD",1.37390316715,604.092262341,1.37390316842,0.0572720991987,"374",1936,3377,-53385,20637,-0.0376294971719567,-0.0443748194564807,-23.5353029544316,0,5187,5326,5831
"375",378,"PUNJAB","NANKANA SAHIB","SHAH KOT",0.794801492104,244.432416933,0.794801490731,0.0231343055097,"375",977,1179,-13970,10904,-0.0751943354113754,-0.0850141185962082,-12.7627520759193,0,5130,5174,5372
"376",379,"PUNJAB","NANKANA SAHIB","SHANGLA HILL",0.985367022193,302.877994057,0.985367022734,0.0287177847956,"376",430,633,-4347,13560,-0.109777891243298,-0.236559139784946,-5.22727272727273,0,5597,5530,5586
"377",380,"PUNJAB","NAROWAL","NAROWAL",1.41311476229,732.930131567,1.41311476685,0.0695530053472,"377",1434,2763,-22093,25861,-0.0694128467011956,-0.0709035291969137,-15.1036703155184,0,11364,12198,12217
"378",381,"PUNJAB","NAROWAL","SHAKARGARH",1.88544982645,965.570144457,1.88544982779,0.0916775958928,"378",2290,4397,-46144,26757,-0.0522187257718794,-0.0564813550061467,-18.7049576783555,0,12830,13833,13702
"379",382,"PUNJAB","NAROWAL","ZAFARWAL",1.52921059629,641.622802609,1.52652791749,0.0610283651684,"379",1492,3072,-22839,18942,-0.0698927249730641,-0.0696896043351795,-15.349342481418,0,9195,9324,9647
"380",383,"PUNJAB","OKARA","DEPALPUR",2.93788346197,2560.28307703,2.93788346065,0.239735580389,"380",3455,4534,-56883,39415,-0.0646664670210377,-0.0663533248603151,-16.070834839176,0,20378,19666,20180
"381",384,"PUNJAB","OKARA","OKARA",2.19811270868,1248.68094529,2.19811270634,0.117288230741,"381",1851,2845,-19309,49641,-0.10602589070913,-0.115737230302613,-9.64026206075045,0,22694,22236,22061
"382",385,"PUNJAB","OKARA","RENALA KHURD",1.29656963822,624.348656984,1.29656963507,0.0586821187878,"382",1495,2103,-20789,19367,-0.0774852285684669,-0.083679354094579,-12.9503790489318,0,13191,13131,13326
"383",386,"PUNJAB","PAK PATTAN","ARIFWALA",2.39439927974,1361.71494823,2.24961725073,0.108238775033,"383",1935,3354,-25113,46422,-0.0834843385969454,-0.0969229175300456,-11.3174772848744,0,21830,21620,21355
"384",387,"PUNJAB","PAK PATTAN","PAK PATTAN",2.40955020617,1536.43933886,2.40955020532,0.143632580544,"384",1620,2326,-11355,43351,-0.166409861325116,-0.336622034296453,-3.97069085833915,0,22833,22710,22484
"385",388,"PUNJAB","RAHIM YAR KHAN","KHAN PUR",3.51049162345,3064.41486578,3.51049162487,0.282515559213,"385",2156,3698,-27190,15755,-0.0861228728928657,-0.0879434179505455,-12.3709476309227,0,9917,8925,8744
"386",389,"PUNJAB","RAHIM YAR KHAN","LIAQAT PUR",4.52230198472,4644.39522721,4.52230198127,0.427832750092,"386",3424,2781,-58457,23400,-0.0622172151254702,-0.0729933642396146,-14.6998754669988,0,14741,12297,13067
"387",390,"PUNJAB","RAHIM YAR KHAN","RAHIM YAR KHAN",3.19613528256,2626.68337158,3.19613528595,0.242015708815,"387",2547,2509,-43194,14607,-0.0626614510295963,-0.0674985627811031,-15.815130260521,0,10379,8440,8920
"388",391,"PUNJAB","RAHIM YAR KHAN","SADIQABAD",3.34690627885,2546.2114612,3.34690627907,0.234187657067,"388",2627,7956,-40834,13342,-0.0687570340513518,-0.0771260747424874,-13.9657836644592,0,12587,10564,10488
