,PROVINCE,DISTRICT,TEHSIL,UC,UC_C,Flood,Area,TOWN,U_R,PROVINCE_C,DISTRICT_C,TEHSIL_C,UC_NAME,Data_Sourc,Level,School,New_Name,Shape_Leng,Shape_Area,id,penta3_in_clinic,penta3_out_clinic
626,Punjab,Kasur,Chunian,DHUTTAY,0,DHUTTAY,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.207783577,0.001796743,626,35,188
627,Punjab,Jhelum,Jhelum,DINA-1,0,NA,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.235214843,0.002962969,627,279,660
628,Punjab,Gujrat,Kharian,SEHNA,0,NA,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.183242381,0.002147296,628,120,1033
629,Punjab,Gujrat,Gujrat,HAJIWALA,0,NA,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.214042061,0.00245519,629,5,306
630,Punjab,Bahawalnagar,Fortabbas,CHAK NO.319/,0,NA,0,NA,NA,6,0,0,NA,Alhasan,NA,0,NA,0.442231951,0.006213517,630,0,106
631,Punjab,Vehari,Burewala,499/EB,0,NA,0,NA,NA,6,0,0,NA,Alhasan,NA,0,NA,0.516397108,0.006511206,631,382,1688
632,Punjab,Sheikhupura,Safdarabad,LANGOWAL,0,NA,0,NA,NA,6,0,0,NA,Alhasan,NA,0,NA,0.237390576,0.001655353,632,272,3944
633,Punjab,Okara,Depalpur,HUJRA SHAH M,0,NA,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.124764767,0.000712538,633,0,540
634,Punjab,Narowal,Shakargarh,DARMAN,0,NA,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.029681571,3.46E-05,634,2,36
635,Punjab,Narowal,Shakargarh,RAMBRI,0,RAMBRI,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.111023306,0.000665412,635,0,98
636,Punjab,Narowal,Shakargarh,DARA PUR,0,DARA PUR,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.353372104,0.003828714,636,381,2208
637,Punjab,Narowal,Shakargarh,DUDHU CHAK,0,DUDHU CHAK,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.217960382,0.00124883,637,0,159
638,Punjab,Narowal,Shakargarh,TOLA,0,TOLA,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.131696354,0.000414157,638,0,2
639,Punjab,Narowal,Shakargarh,RIBA KALAN,0,NA,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.093951042,0.000257607,639,0,0
640,Punjab,Narowal,Shakargarh,PHULWARI,0,NA,0,NA,NA,6,0,0,NA,Alhasan,1,0,NA,0.153168827,0.0003576,640,0,17
641,Punjab,Narowal,Shakargarh,PHAGWARI MUS,0,PHAGWARI MUS,0,NA,NA,6,0,0,NA,Alhasan,2,0,NA,0.016141048,4.20E-06,641,0,0
