"","TEHSIL","X","PROVINCE","DISTRICT","fertility","elevation","poverty","night_lights","distance_to_lakes_rivers","malaria_instance","distance_to_cities","Population","child_population","population_density","radio","electricity","television","mobile_phone","card","school_boolean","antenatal_care","age","mothers_age","school_level","urban_to_rural","OutreachProportion","TotalOutreachCoverage","TotalClinicsCoverage","fac_number"
"19","CHISHTIAN",8,"PUNJAB","BAHAWALNAGAR",7.96600497671682,146.708333333333,0.675830334217843,0.68757352232933,8,0,27.022894521668,780803.271533055,83898.1037339999,4604811.59832412,0.0365659777424483,0.96031746031746,0.585714285714286,0.807936507936508,0.43801652892562,0.580498866213152,0.814814814814815,1.89795918367347,27.6802721088435,3.41015625,0.390912915305553,0.930037722607246,0.252723232782762,0.0190111567367121,31
"20","CHOA SAIDAN SHAH",23,"PUNJAB","CHAKWAL",6.2969965473742,665.519480519481,0.447197671582445,NA,0,0,36.8789625360231,170907.258360337,15831.238978,3550056.73907929,0.0751173708920188,0.995305164319249,0.802816901408451,0.889671361502347,0.222222222222222,0.777235772357724,0.902777777777778,2.14150943396226,28.7430894308943,3.50836820083682,0.347862608221945,0.835994194484761,0.254686320230722,0.0499645037952632,8
"21","CHUNIAN",55,"PUNJAB","KASUR",14.4435216660628,187.582286432161,0.550415006343514,0.457308009266853,12,0,15.0857858484659,915601.752857614,105279.943199,8252560.55354773,0.0102639296187683,0.959124087591241,0.484626647144949,0.811678832116788,0.467455621301775,0.474066390041494,0.685990338164251,2.1028880866426,27.5663900414938,3.45175438596491,0.388238553656494,0.881718884736993,0.116546415463079,0.015634506915422,20
"22","DARYA KHAN",19,"PUNJAB","BHAKKAR",4.84631782080724,178.116071428571,0.760152435133688,0.758242011070251,0,0,40.2169117647059,360979.779108197,40405.330278,2737926.56547173,0.0733752620545073,0.90146750524109,0.452830188679245,0.82563025210084,0.308411214953271,0.404761904761905,0.647540983606557,2.05135951661631,28.0546218487395,3.22222222222222,0.361900530783916,0.863566906788911,0.19581574870353,0.0309365123710077,10
"23","DASKA",127,"PUNJAB","SIALKOT",23.4352776148498,231.571014492754,0.406716299920842,0.560621023178101,0,0,9.92946859903382,1016790.99566206,111760.219659,14155544.0641533,0.0360248447204969,0.998760842627014,0.788104089219331,0.921933085501859,0.666666666666667,0.795398520953164,0.824742268041237,1.88429752066116,27.5981922760887,3.52789256198347,0.419300213735784,0.772598369372563,0.117009433588268,0.0344398034626629,25
"24","DE-EXCLUDED AREA D.G.KHAN",29,"PUNJAB","DERA GHAZI KHAN",0.687988766486662,755.871851040526,0.807933845482807,0.284358110692766,0,0,174.539841182913,195673.58979287,26813.946032,385818.577358787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.905231984205331,0.068397243651169,0.00716045298856295,4
"25","DE-EXCLUDED AREA RAJANPUR",104,"PUNJAB","RAJANPUR",0.0989869280708237,551.947105632704,0.945489113827174,-1.04905816912651,0,0,296.248751560549,69528.5922853128,8182.601558,156195.720343814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.00855473647394723,0,NA
"26","DEPALPUR",95,"PUNJAB","OKARA",11.6641021957542,175.181074766355,0.673066214420478,0.5196440021197,23,0,24.2384682332463,1600542.69237053,181696.848671,6676283.46936845,0.018450184501845,0.953038674033149,0.529953917050691,0.791896869244936,0.549295774647887,0.454545454545455,0.765567765567766,2.02418207681366,27.9418181818182,3.2592,0.36328384896335,0.883677298311445,0.121834804301332,0.0160377024770331,57
"27","DERA GHAZI KHAN",30,"PUNJAB","DERA GHAZI KHAN",9.25829772289303,142.447422258592,0.618525225727067,0.658009737730026,35,0,38.833674304419,1803594.7822832,244600.716959,5324213.87492304,0.0991596638655462,0.849706129303107,0.410579345088161,0.779177162048699,0.175392670157068,0.390102827763496,0.637096774193548,2.12379110251451,27.6542416452442,3.6507413509061,0.329202802802803,0.859693420722753,0.196266800019425,0.0320317949080799,34
"28","DINA",51,"PUNJAB","JHELUM",9.87589809788232,331.480519480519,0.342821570057533,NA,9,0,25.1516966067864,361625.820499438,33716.820729,5189219.79797747,0.14161220043573,0.997826086956522,0.83695652173913,0.915217391304348,0.903846153846154,0.850507982583454,0.873873873873874,1.91379310344828,29.0246734397678,3.55460750853242,0.34611012886927,0.752702118460873,0.154907843832016,0.0508944782722073,12
"29","DUNYA PUR",71,"PUNJAB","LODHRAN",12.3741613587883,120.008310249307,0.706751694190084,0.591921001672745,0,0,20.2412199630314,527545.66001912,59155.96614,7012124.66298002,0.0560165975103734,0.946058091286307,0.510373443983402,0.898340248962656,0.203883495145631,0.47581903276131,0.945054945054945,2.07258064516129,28.2979719188768,3.41639344262295,0.402816924870898,0.902196412143514,0.265247971149102,0.0287544961394827,17
"30","FAISALABAD CITY",33,"PUNJAB","FAISALABAD",125.684172964795,183.769230769231,0.357460750987495,0.458514988422394,0,0,0,3306004.27715914,318990.430656,173935151.449337,0.037344398340249,0.998618784530387,0.795580110497238,0.893572909467864,0.537313432835821,0.745308310991957,0.916216216216216,1.98033126293996,28.1233243967828,3.5620875824835,0.527357802181985,0.976226219001703,0.212015764425653,0.00516316428869971,7
"31","FATEH JANG",2,"PUNJAB","ATTOCK",4.7181343734914,480.145981410607,0.488432604837847,0.548298001289368,0,0,26.206444565811,338325.102530492,30952.700811,2665655.59462906,0.098159509202454,0.997955010224949,0.777096114519427,0.895918367346939,0.464285714285714,0.635714285714286,0.834862385321101,1.92779783393502,29.1242857142857,3.49887640449438,0.425725359911406,0.600201748486886,0.11533726965536,0.0768268983866799,14
"32","FEROZEWALA",123,"PUNJAB","SHEIKHUPURA",18.815260318827,207.798412698413,0.34669311486765,0.377963006496429,6,0,2.97297297297297,656705.667221647,75287.323317,15096535.7695343,0.0659062103929024,0.988607594936709,0.80379746835443,0.872151898734177,0.369369369369369,0.598851517637408,0.845559845559846,2.033527696793,27.4232977850697,3.31917808219178,0.447772621715562,0.856066314996232,0.120710892612487,0.0202955814163601,11
"33","FORT ABBAS",9,"PUNJAB","BAHAWALNAGAR",3.49679300610209,139.115845959596,0.862599338623605,0.752008001009623,0,0,113.488255559035,453544.081434717,49017.089091,2042272.50780782,0.0573122529644269,0.925343811394892,0.463654223968566,0.868369351669941,0.394736842105263,0.631506849315069,0.728476821192053,2.00252525252525,28.5095890410959,3.25162689804772,0.324577831132453,0.952662721893491,0.128098182010422,0.0063651270564185,7
"34","GOJRA",131,"PUNJAB","TOBA TEK SINGH",20.1297330907051,166.452025586354,0.404059277096791,0.496692001819611,0,0,12.7686567164179,773022.286900879,78593.891243,11848500.0053508,0.0570032573289902,0.996742671009772,0.737785016286645,0.907166123778502,0.425,0.721973094170404,0.872611464968153,2.01243781094527,28.377802690583,3.51863354037267,0.428106708420445,0.904662004662005,0.148141284467029,0.0156119003728459,22
"35","GUJAR KHAN",108,"PUNJAB","RAWALPINDI",9.39125896151928,485.492464754497,0.365778209871465,0.45818567276001,7,0,21.9110787172012,778249.290445082,74683.8780079999,5448487.37576854,0.119311193111931,0.997542997542998,0.871007371007371,0.950920245398773,0.685714285714286,0.831470335339639,0.952380952380952,1.95881006864989,29.0868443680138,3.65460186142709,0.34796925122814,0.79694078024137,0.152081015380366,0.0387499963471367,32
"36","GUJRANWALA",37,"PUNJAB","GUJRANWALA",35.9420186939524,221.746031746032,0.4308406999326,0.538593500852585,0,0,4.80859010270775,1954167.9054167,202554.857639,26101208.67042,0.0487152034261242,0.996264674493063,0.802027748132337,0.894230769230769,0.527675276752767,0.773883161512028,0.928952042628774,1.96864576384256,27.5824742268041,3.61466666666667,0.427792033343908,0.869213065415597,0.0969564503607278,0.014588640501856,30
"37","GUJRANWALA CITY",38,"PUNJAB","GUJRANWALA",296.382689574054,223.816513761468,0.296845043197684,NA,0,0,0.110091743119266,1045031.63260231,108260.926158,138398994.762565,0.0147058823529412,1,0.955882352941177,0.967647058823529,0.75,0.780632411067194,0.9875,1.95652173913043,27.9802371541502,3.80253164556962,1,0.997935395070756,0.214306313675348,0.000443373262204935,1
"38","GUJRAT",42,"PUNJAB","GUJRAT",21.2148947071932,245.656519533232,0.341793599554082,0.540253013372421,12,0,7.76837303598581,1712431.64934912,170931.21485,12454176.3496126,0.0735009671179884,0.999033816425121,0.770793036750484,0.897584541062802,0.630434782608696,0.820610687022901,0.941818181818182,1.88591549295775,28.513358778626,3.56201550387597,0.353795411427913,0.842910938982947,0.161070638994525,0.030017922732853,49
"39","HAFIZABAD",45,"PUNJAB","HAFIZABAD",12.3926948116234,204.44715984148,0.39742749788684,0.549189984798431,10,0,16.1327608982827,759653.780923654,80533.7246679999,7240882.89038518,0.0403458213256484,0.995677233429395,0.652737752161383,0.837175792507205,0.597402597402597,0.676706827309237,0.845360824742268,1.93528183716075,28.1626506024096,3.53857566765579,0.466228767999348,0.939850776778414,0.228363956538914,0.0146149952066936,20
"40","HAROONABAD",10,"PUNJAB","BAHAWALNAGAR",10.0743170035575,150.913621262458,0.717990648900131,0.579160988330841,0,0,26.1606080634501,580463.022131564,60382.327055,5539536.42389562,0.0512295081967213,0.969325153374233,0.633946830265849,0.867075664621677,0.405797101449275,0.643908969210174,0.864864864864865,2.00534759358289,28.4283801874163,3.40748440748441,0.395482109766192,0.910047052311099,0.217812075841667,0.0215294782994348,23
"41","HASILPUR",15,"PUNJAB","BAHAWALPUR",7.99757803634948,139.206644518272,0.767006946631162,0.679390013217926,9,0,33.6009296148738,488766.676434788,52490.272549,4676149.02828913,0.0326295585412668,0.932950191570881,0.53742802303263,0.846743295019157,0.537037037037037,0.594630872483221,0.785234899328859,1.93939393939394,27.6456375838926,3.372460496614,0.395860672897108,0.851983632805551,0.182471904504951,0.0317011118287992,11
"42","HASSANABDAL",3,"PUNJAB","ATTOCK",10.0531053142013,441.619402985075,0.409910406194516,0.590184986591339,0,0,15.1753731343284,259011.582947462,24474.180831,6992996.6165995,0.14207650273224,0.997275204359673,0.760217983651226,0.918478260869565,0.5,0.667870036101083,0.896551724137931,1.83206106870229,29.0974729241877,3.44324324324324,0.499311625967044,0.600362976406534,0.0675814243353541,0.0449861839136789,9
"43","HAZRO",4,"PUNJAB","ATTOCK",14.6748689976126,328.122448979592,0.384188449686324,NA,0,0,3.72222222222222,394443.487170477,37483.136946,10470510.2018422,0.0926430517711172,1,0.685636856368564,0.899728997289973,0.714285714285714,0.549348230912477,0.775280898876405,1.92888888888889,29.0372439478585,3.13220338983051,0.430206329859748,0.650225225225225,0.0770213017165332,0.0414319645188002,13
"44","ISAKHEL",77,"PUNJAB","MIANWALI",3.85726387076074,359.89270714013,0.567138132433455,0.713585019111633,32,0,39.4701834862385,405355.777674626,47867.176688,2234803.65568,0.109489051094891,0.951456310679612,0.727493917274939,0.895631067961165,0.351851851851852,0.379084967320261,0.848484848484849,2.018779342723,28.9084967320261,3.49137931034483,0.39886401821953,0.77820500797149,0.173354698859443,0.0494075515549028,15
"45","JAHANIAN",59,"PUNJAB","KHANEWAL",14.8109045342209,125.494065281899,0.656239061838105,0.41738098859787,0,0,22.3377976190476,383170.467001914,42344.949251,8204276.90990623,0.0325379609544469,0.980728051391863,0.661670235546039,0.946466809421842,0.6,0.619326500732064,0.84297520661157,2.1264367816092,28.8696925329429,3.44444444444444,0.374706588543067,0.887708649468892,0.290117244613533,0.0366985916263272,12
"46","JALALPUR PIRWALA",80,"PUNJAB","MULTAN",12.0566880997411,107.033505154639,0.737164352101968,0.521640494465828,13,0,19.3445017182131,557696.603168334,68094.118758,6877526.73576118,0.0579439252336449,0.929236499068901,0.473880597014925,0.839851024208566,0.56020942408377,0.355721393034826,0.716049382716049,2.06451612903226,28.3818407960199,3.2972027972028,0.438195757443632,0.846420824295011,0.114606079678256,0.0207947474147118,17
"47","JAMPUR",105,"PUNJAB","RAJANPUR",6.43492210463965,130.23630831643,0.774866388421399,0.803047001361847,15,0,63.692125718148,756182.458784765,103996.4326,3670751.78845908,0.146884272997033,0.819526627218935,0.439349112426036,0.794378698224852,0.172839506172839,0.407453416149068,0.644808743169399,2.20070422535211,27.7490683229814,3.48475609756098,0.381907989351119,0.591464968152866,0.0446457622047316,0.0308375962503929,20
"48","JAND",5,"PUNJAB","ATTOCK",2.8754149862062,360.239607975667,0.365268641270501,0.781081259250641,7,0,39.4317106152806,353289.81147523,35444.790588,1719515.08817499,0.141057934508816,0.964735516372796,0.768261964735516,0.904040404040404,0.641025641025641,0.727099236641221,0.845238095238095,1.9238578680203,29.5381679389313,3.56692913385827,0.407257389305571,0.727198917456022,0.151616074205821,0.0568771874951499,16
"49","JARANWALA",34,"PUNJAB","FAISALABAD",17.2539441114991,186.99531516184,0.505709664861226,0.457436998685201,0,0,10.1933560477002,1652980.90246013,171679.350798,10097420.478885,0.028971028971029,0.99500998003992,0.738522954091816,0.859140859140859,0.4375,0.648521505376344,0.903474903474903,2.07213578500707,28.6317204301075,3.41761658031088,0.445220697301888,0.908680149160293,0.194455534954113,0.0195422453801537,49
"50","JATOI",85,"PUNJAB","MUZAFFARGARH",12.5703086666654,107.604046242775,0.797301949212625,0.685627996921539,5,0,33.823571945047,684254.359755888,95308.801006,7109926.28041582,0.0612959719789842,0.84965034965035,0.386363636363636,0.715034965034965,0.309352517985612,0.354993983152828,0.715083798882682,2.08961303462322,27.7533092659446,3.40677966101695,0.410036674548912,0.699626865671642,0.0354112103433925,0.0152032129740965,14
"51","JHANG",49,"PUNJAB","JHANG",10.2483919432994,158.666199943993,0.518708268948811,0.478821240365505,19,0,25.7605712685522,1437355.47317362,151428.027882,5807243.32921796,0.0288909599254427,0.931966449207829,0.447761194029851,0.776328052190121,0.265573770491803,0.465665236051502,0.672025723472669,1.9402390438247,28.3454935622318,3.28153846153846,0.33535502861798,0.928164359944447,0.255976390514742,0.0198113918668857,43
"52","JHELUM",52,"PUNJAB","JHELUM",11.754995268914,254.892601431981,0.311320248964514,0.627278983592987,26,0,28.0885167464115,470251.868497465,43637.189716,8090524.56392314,0.129411764705882,0.996638655462185,0.853781512605042,0.92436974789916,0.8125,0.891208791208791,0.935483870967742,1.93732970027248,28.9,3.59926017262639,0.45984832647576,0.779617175375065,0.241743340225507,0.0683362063278475,12
"53","KABIRWALA",60,"PUNJAB","KHANEWAL",11.5776074196935,134.215467143496,0.609282069377831,0.509811997413635,21,0,18.54850245865,1055374.01711902,113869.162217,6816677.48173688,0.032520325203252,0.921022067363531,0.451800232288037,0.868757259001161,0.437229437229437,0.532731376975169,0.811926605504587,2.16129032258065,28.2332580887886,3.41242937853107,0.446520709754622,0.956900557620818,0.289349630387296,0.0130325012594011,37
"54","KAHUTA",109,"PUNJAB","RAWALPINDI",6.26535334275512,749.786713286713,0.397453931015737,0.626815021038055,17,0,22.1761960326721,222907.847784768,21380.837667,3745560.69360357,0.11353711790393,0.980392156862745,0.814814814814815,0.92156862745098,0.761194029850746,0.831029185867896,0.925,2.15983606557377,29.1858678955453,3.71534195933457,0.422397194036126,0.696736119474889,0.270569380400319,0.117769006023856,11
"55","KALLAR KAHAR",24,"PUNJAB","CHAKWAL",4.97022743032457,652.177083333333,0.401969758390759,0.59068751335144,0,0,31.7202432667246,201663.379429625,18409.977316,2525229.1981239,0.0787746170678337,0.925764192139738,0.72707423580786,0.860262008733624,0.5,0.770440251572327,0.958904109589041,2.02955665024631,28.2327044025157,3.51020408163265,0,0.910660038663353,0.358229664643222,0.0351439868118521,9
"56","KALLAR SAYYEDAN",110,"PUNJAB","RAWALPINDI",8.872146386897,547.5625,0.473271808428008,NA,8,0,16.3567073170732,266182.997026331,25499.343355,5845928.31602495,0.205179282868526,0.99403578528827,0.795228628230616,0.916500994035785,0.735849056603774,0.781163434903047,0.95959595959596,1.98540145985401,28.707756232687,3.50709219858156,0,0.678733031674208,0.141180106086697,0.0668252502143697,10
"57","KALUR KOT",20,"PUNJAB","BHAKKAR",3.69959843883136,187.389004581424,0.692787295428478,0.603515684604645,12,0,48.0387338608913,352736.391888435,39069.739409,2112105.45145124,0.0666666666666667,0.961290322580645,0.481720430107527,0.838709677419355,0.545454545454545,0.484423676012461,0.771186440677966,1.91349480968858,27.9859813084112,3.32258064516129,0.377358400227881,0.927984344422701,0.303431765333687,0.0235476359432301,12
"58","KAMALIA",132,"PUNJAB","TOBA TEK SINGH",13.1003360401554,150.145321831453,0.426588146101172,0.491186007857323,59,0,16.7905897945659,794717.610744163,81045.712255,7573811.39649929,0.0521472392638037,0.973966309341501,0.633996937212864,0.834609494640122,0.42,0.595394736842105,0.780487804878049,2.00936768149883,28.4188596491228,3.31123388581952,0.385020384311679,0.849802371541502,0.132641193480742,0.0234435597779916,22
"59","KAMOKE",39,"PUNJAB","GUJRANWALA",17.0677250594441,217.852721451441,0.461653907759449,0.620492994785309,0,0,17.8397435897436,629039.9434782,72326.632075,9728357.27224646,0.0267857142857143,0.998217468805704,0.768270944741533,0.907308377896613,0.617977528089888,0.752747252747253,0.955801104972376,2.00392927308448,27.2340659340659,3.48613138686131,0.412570456503052,0.875339443312967,0.142616899253704,0.0203106374215891,16
"60","KAROR LAL ESAN",69,"PUNJAB","LAYYAH",7.74586041525577,154.579979360165,0.782425346048837,0.521723017096519,7,0,31.7257731958763,578013.580189006,68638.690645,4307403.9653215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.793997120389855,0.208890931124492,0.0541968380376001,18
"61","KARORPACCA",72,"PUNJAB","LODHRAN",14.5738009155671,121.756558237146,0.718101041934275,0.664416015148163,0,0,14.5702306079665,557772.793819058,65340.700679,8387827.8631043,0.0500848896434635,0.899067005937235,0.490245971162002,0.867684478371501,0.471186440677966,0.492909812819058,0.761437908496732,2.04055766793409,28.2030629608622,3.29228998849252,0.396925684909106,0.94963093635393,0.313066737690715,0.0166052703556133,14
"62","KASUR",56,"PUNJAB","KASUR",16.9582945578705,198.435525634386,0.558134469832923,0.536660015583038,15,0,17.4294385432473,1196462.03287881,138174.490488,8730109.52772427,0.0246360582306831,0.961926091825308,0.508398656215006,0.744107744107744,0.337142857142857,0.520514883346742,0.728744939271255,1.86547811993517,27.2864038616251,3.31888544891641,0.426555251128754,0.854443698231475,0.138115218898943,0.0235282213708061,33
"63","KHAIRPUR TAMEWALI",16,"PUNJAB","BAHAWALPUR",7.53952286256847,128.052523171988,0.739989363484912,0.700109004974365,15,0,26.3374485596708,291672.648054711,33276.460738,4324645.48635024,0.0609037328094303,0.905882352941176,0.484313725490196,0.762745098039216,0.561224489795918,0.348201438848921,0.848,2.05538461538462,28.0690647482014,3.16115702479339,0.388756637406736,0.909859154929577,0.232957466872299,0.0230793775229522,9
"64","KHAN PUR",100,"PUNJAB","RAHIM YAR KHAN",6.88688410145731,88.0316797642436,0.730952049375694,0.695508256554604,10,0,20.4440789473684,1048763.66231431,37125.542943,3712233.28455198,0.0428061831153389,0.945368171021378,0.568883610451306,0.794292508917955,0.549450549450549,0.504424778761062,0.739495798319328,2.10470409711684,27.5518905872888,3.37639553429027,0.424440484498481,0.668367346938776,0.183485532062351,0.091042439572922,31
"65","KHANEWAL",61,"PUNJAB","KHANEWAL",14.8592504015005,135.978829389788,0.593448267685966,0.476731508970261,0,0,25.406600249066,956998.913279235,103613.42663,8569225.17552452,0.114001530221882,0.967275494672755,0.641768292682927,0.862490450725745,0.52972972972973,0.590859630032644,0.823353293413174,2.04927211646137,28.1115342763874,3.4475138121547,0.435373614914077,0.930135160860461,0.282936304236771,0.0212520719719392,24
"66","KHARIAN",43,"PUNJAB","GUJRAT",17.3720437004063,266.914857142857,0.272027804527438,0.602850675582886,0,0,13.2612921669525,1228494.92753749,118834.551693,10118294.4621887,0.0976645435244161,0.996815286624204,0.835456475583864,0.916135881104034,0.776119402985075,0.824734982332155,0.952941176470588,1.9304897314376,28.6367491166078,3.58269065981148,0.381697304034743,0.858010490475752,0.235386085961459,0.0389533173142999,44
